id,objectid,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,shape_leng,shape_area,geoid_data,geoid2,nbr_crimes,avg_sfla,avg_aprtot,avg_price,avg_rmbed,nbr_parcels,nbr_housing,pop,crime_rate,avg_hh_income,lstat
1831,534,12,127,82405,3,1.21E+11,Block Group 3,G5030,S,945904,86353,29.1639176,-81.0198538,0.039376851,9.57E-05,15000US121270824053,15000US121270824053,13,1593.5,156445.4,175424,2.8,63,158,235,MED,41953,0.66699533
5355,4633,12,127,91016,2,1.21E+11,Block Group 2,G5030,S,1065974,88902,28.9041576,-81.2573074,0.046473144,0.000106839,15000US121270910162,15000US121270910162,0,1263.7,138832.8,149335,2.6,175,213,465,LOW,58209,0.498277115
1824,526,12,127,82405,2,1.21E+11,Block Group 2,G5030,S,377542,14862,29.1627557,-81.0098996,0.028126545,0.000036391,15000US121270824052,15000US121270824052,8,1445.4,160577.7,182158,3,52,30,70,LOW,39911,0.688188895
1796,498,12,127,81900,1,1.21E+11,Block Group 1,G5030,S,940684,0,29.2156564,-81.0361286,0.047434265,8.73E-05,15000US121270819001,15000US121270819001,32,1065.4,78184.8,84711,2.8,38,39,79,MED,29348,0.797820446
5106,4391,12,127,82415,1,1.21E+11,Block Group 1,G5030,S,1658161,0,29.1667148,-81.0327673,0.059461387,0.000153781,15000US121270824151,15000US121270824151,15,1405.3,141032.4,154225,2.7,64,825,1154,MED,32778,0.762221069
1818,518,12,127,82301,2,1.21E+11,Block Group 2,G5030,S,699325,0,29.208288,-81.0636993,0.032851161,6.49E-05,15000US121270823012,15000US121270823012,17,1294.6,114539.2,131908,2.9,12,155,345,MED,25989,0.832682927
1808,523,12,127,82401,1,1.21E+11,Block Group 1,G5030,S,889223,953840,29.1770538,-81.0020569,0.053698694,0.00017095,15000US121270824011,15000US121270824011,45,1475.4,217071.8,255252,2.6,61,381,571,HIGH,33145,0.758412039
4559,3826,12,127,81000,2,1.21E+11,Block Group 2,G5030,S,455440,0,29.2502373,-81.0408965,0.0258286,4.23E-05,15000US121270810002,15000US121270810002,11,1144.7,125484.5,138536,2.5,67,270,428,MED,29531,0.795921121
1798,500,12,127,82000,1,1.21E+11,Block Group 1,G5030,S,621517,0,29.2062508,-81.0358563,0.031903082,5.77E-05,15000US121270820001,15000US121270820001,29,1273.1,88901.6,98982,3,22,86,120,MED,30882,0.781899325
5365,4640,12,127,82902,1,1.21E+11,Block Group 1,G5030,S,7283900,3662,28.9944695,-80.9472888,0.119508244,0.000674747,15000US121270829021,15000US121270829021,1,1891,268185.4,282923,3,98,300,640,LOW,58059,0.499833939
6696,6096,12,127,82904,2,1.21E+11,Block Group 2,G5030,S,3804664,56495,29.0366153,-80.9481925,0.103297928,0.000357648,15000US121270829042,15000US121270829042,2,1521.5,174693.3,202133,2.5,269,623,899,LOW,51008,0.573015049
581,4236,12,127,80902,1,1.21E+11,Block Group 1,G5030,S,712413,0,29.232455,-81.0411291,0.033483962,6.61E-05,15000US121270809021,15000US121270809021,18,1088.2,107239.2,123875,2.8,71,175,325,MED,20446,0.890212766
5279,4562,12,127,82701,1,1.21E+11,Block Group 1,G5030,S,4840890,4327937,29.0606472,-80.9240866,0.176213801,0.000849522,15000US121270827011,15000US121270827011,7,1924.9,580726.7,660988,2.7,281,314,388,LOW,77083,0.30238713
5280,4563,12,127,90903,1,1.21E+11,Block Group 1,G5030,S,2127474,0,28.9062782,-81.3123311,0.071020081,0.000196819,15000US121270909031,15000US121270909031,0,2166.8,254833.9,293351,3.2,224,447,662,LOW,47443,0.610015568
6697,6097,12,127,90203,1,1.21E+11,Block Group 1,G5030,S,19813099,965551,29.1150233,-81.320905,0.199344684,0.001926125,15000US121270902031,15000US121270902031,0,1716,197051.1,215767,3.2,139,531,760,LOW,37444,0.713793461
1907,602,12,127,90804,2,1.21E+11,Block Group 2,G5030,S,3974527,0,28.9305286,-81.3216281,0.105314122,0.000367779,15000US121270908042,15000US121270908042,2,1368.5,163784,175549,3,100,367,946,LOW,52115,0.561525688
5260,4547,12,127,83208,4,1.21E+11,Block Group 4,G5030,S,7260542,198443,29.0602477,-81.0163078,0.115185954,0.000691058,15000US121270832084,15000US121270832084,26,2209,281504.1,325011,3.4,509,713,1798,MED,94402,0.122636222
4319,3575,12,127,81600,2,1.21E+11,Block Group 2,G5030,S,828107,0,29.2208676,-81.0436047,0.037092118,7.68E-05,15000US121270816002,15000US121270816002,45,1160.2,84982,95122,2.7,49,289,554,HIGH,35433,0.734665283
5147,4442,12,127,82412,1,1.21E+11,Block Group 1,G5030,S,1463865,0,29.16281,-81.0431837,0.052058647,0.000135757,15000US121270824121,15000US121270824121,37,1251.4,125949.7,144409,2.3,219,649,1086,HIGH,36295,0.725718734
6705,6109,12,127,83009,1,1.21E+11,Block Group 1,G5030,S,11574534,138564,28.980108,-80.9208935,0.145061437,0.001084355,15000US121270830091,15000US121270830091,72,1435.6,170317.3,183483,2.8,315,1213,2727,HIGH,52139,0.561276596
6699,6098,12,127,91024,2,1.21E+11,Block Group 2,G5030,S,14947590,104235,28.9089162,-81.1587709,0.179458178,0.001392471,15000US121270910242,15000US121270910242,0,1597.9,182046.5,201022,3.2,433,839,2257,LOW,55938,0.521847431
4742,3992,12,127,80805,3,1.21E+11,Block Group 3,G5030,S,1699463,0,29.2403614,-81.0686541,0.052205655,0.000157722,15000US121270808053,15000US121270808053,17,1207.1,121862,134615,3,158,589,1374,MED,45848,0.626569798
5357,4635,12,127,90304,2,1.21E+11,Block Group 2,G5030,S,1059817,0,29.0487944,-81.2999418,0.040316051,9.82E-05,15000US121270903042,15000US121270903042,21,1163.8,121449.1,133255,2.5,84,250,558,MED,36563,0.722937208
5372,4643,12,127,90702,1,1.21E+11,Block Group 1,G5030,S,1351492,0,29.0063139,-81.3068607,0.046098387,0.000125149,15000US121270907021,15000US121270907021,26,1144.9,117823,133210,2.8,30,570,1124,MED,26563,0.82672548
6689,6099,12,127,91021,1,1.21E+11,Block Group 1,G5030,S,10157143,787249,28.9739741,-81.1988191,0.158119988,0.001013055,15000US121270910211,15000US121270910211,0,1601.9,180477.6,179334,3.2,204,241,640,LOW,52024,0.562470161
4716,3966,12,127,80803,2,1.21E+11,Block Group 2,G5030,S,1866658,0,29.2596321,-81.0679686,0.058932447,0.000173271,15000US121270808032,15000US121270808032,10,1390.4,165683,191209,2.9,141,245,545,LOW,45417,0.631043072
4955,4341,12,127,82604,2,1.21E+11,Block Group 2,G5030,S,813974,908936,29.194319,-80.9927291,0.053921363,0.000159826,15000US121270826042,15000US121270826042,10,1453.5,258737.9,296685,2.1,262,294,427,LOW,44293,0.642708874
4960,4241,12,127,92500,2,1.21E+11,Block Group 2,G5030,S,2299948,0,29.1942632,-81.042595,0.060659131,0.000213358,15000US121270925002,15000US121270925002,37,1338.6,133294.9,144291,2.9,76,358,679,HIGH,48350,0.600601972
4945,4237,12,127,90304,3,1.21E+11,Block Group 3,G5030,S,1769853,110665,29.0489157,-81.2873721,0.053667114,0.000174207,15000US121270903043,15000US121270903043,12,1462.6,161069.1,178193,2.8,177,530,1177,MED,61042,0.468873897
2109,879,12,127,80100,2,1.21E+11,Block Group 2,G5030,S,15162360,459639,29.300909,-81.1131441,0.18468068,0.001450669,15000US121270801002,15000US121270801002,2,2269.7,288063.7,332200,3.6,222,975,1737,LOW,46940,0.615236118
4714,3965,12,127,80803,1,1.21E+11,Block Group 1,G5030,S,912853,0,29.2720151,-81.0783152,0.046550247,8.47E-05,15000US121270808031,15000US121270808031,14,1787.1,188206.4,224930,2.9,87,86,189,MED,39295,0.694582252
4923,4216,12,127,80902,2,1.21E+11,Block Group 2,G5030,S,829083,0,29.2296398,-81.0477418,0.047110053,7.69E-05,15000US121270809022,15000US121270809022,8,1189.1,113670.6,132672,2.7,57,6,11,LOW,46165,0.623279709
574,4513,12,127,83006,3,1.21E+11,Block Group 3,G5030,S,953979,0,28.9493358,-80.911969,0.043014663,8.83E-05,15000US121270830063,15000US121270830063,12,1491,170551.5,179228,2.9,141,328,775,MED,57443,0.506227296
6690,6100,12,127,82902,2,1.21E+11,Block Group 2,G5030,S,12793137,44270,28.9828255,-80.9620496,0.222322614,0.001188516,15000US121270829022,15000US121270829022,25,1741.7,212195.7,237713,2.9,206,813,1481,MED,47534,0.609071095
3595,2609,12,127,83003,1,1.21E+11,Block Group 1,G5030,S,12150429,686023,28.9271757,-80.879423,0.146462671,0.001187692,15000US121270830031,15000US121270830031,1,1818,227741.2,252371,3.2,189,1256,1826,LOW,34139,0.748095485
70,509,12,127,82100,2,1.21E+11,Block Group 2,G5030,S,637788,0,29.1976625,-81.0301358,0.036163057,5.92E-05,15000US121270821002,15000US121270821002,48,1122.5,93431.3,103205,3,22,69,175,HIGH,9868,1
4658,3928,12,127,81200,1,1.21E+11,Block Group 1,G5030,S,595650,561717,29.223209,-81.0087616,0.048365239,0.000107394,15000US121270812001,15000US121270812001,75,696.2,80222.6,89468,1.1,226,469,593,HIGH,32435,0.765781007
4656,3919,12,127,80500,1,1.21E+11,Block Group 1,G5030,S,731111,883606,29.282795,-81.040021,0.062503241,0.000149918,15000US121270805001,15000US121270805001,6,1954.8,334283,398097,2.9,66,226,402,LOW,33696,0.752693306
4229,3492,12,127,81300,2,1.21E+11,Block Group 2,G5030,S,736915,727392,29.2160257,-81.0067944,0.05112031,0.000135867,15000US121270813002,15000US121270813002,38,843,110204.3,122510,1.4,189,592,913,HIGH,35000,0.739159315
11406,6335,12,127,83209,2,1.21E+11,Block Group 2,G5030,S,113687609,324241,28.996789,-81.1111959,0.458793194,0.010555247,15000US121270832092,15000US121270832092,0,2147.3,325160.5,377813,3.1,46,39,86,LOW,48201,0.602148417
3597,2610,12,127,91013,3,1.21E+11,Block Group 3,G5030,S,4775064,1017262,28.8681788,-81.2082922,0.121839389,0.000535706,15000US121270910133,15000US121270910133,0,1828.4,194500.8,214562,3.3,175,217,534,LOW,48616,0.597841204
1786,486,12,127,82506,2,1.21E+11,Block Group 2,G5030,S,2484564,0,29.1275818,-81.0162839,0.064057855,0.000230338,15000US121270825062,15000US121270825062,74,1498,177244.6,201475,2.7,79,189,400,HIGH,34392,0.745469642
9166,8903,12,127,90701,1,1.21E+11,Block Group 1,G5030,S,3127735,0,29.0201656,-81.3423634,0.068444914,0.000289668,15000US121270907011,15000US121270907011,0,1814.2,202459.4,224603,3.2,143,72,155,LOW,66500,0.412226258
3908,4220,12,127,80700,3,1.21E+11,Block Group 3,G5030,S,4766170,6063520,29.3373661,-81.0726456,0.240944591,0.001005989,15000US121270807003,15000US121270807003,3,1947.8,246069,283552,3,155,312,681,LOW,66429,0.412963155
4177,3430,12,127,81200,3,1.21E+11,Block Group 3,G5030,S,731895,719734,29.2297532,-81.0127054,0.050755769,0.000134707,15000US121270812003,15000US121270812003,90,1014.5,134029.4,154877,1.9,154,429,516,HIGH,25951,0.833077322
9810,9633,12,127,91013,2,1.21E+11,Block Group 2,G5030,S,7381447,1566717,28.8652628,-81.1810461,0.123697603,0.000827509,15000US121270910132,15000US121270910132,0,1579.6,172755.2,186552,3.1,213,498,1365,LOW,45053,0.634820965
9813,9634,12,127,80100,1,1.21E+11,Block Group 1,G5030,S,48819950,4730559,29.3859396,-81.1115721,0.311151337,0.004976453,15000US121270801001,15000US121270801001,2,2067,267024.9,292837,3,1087,1362,2410,LOW,66699,0.410160872
5101,4387,12,127,90803,1,1.21E+11,Block Group 1,G5030,S,17493445,979063,28.9308989,-81.3413907,0.233252169,0.001709162,15000US121270908031,15000US121270908031,3,1729,204020.1,206387,3.2,89,217,403,LOW,60523,0.474260509
5150,4444,12,127,90805,2,1.21E+11,Block Group 2,G5030,S,6266135,29964,28.9522827,-81.2812174,0.127482664,0.000582732,15000US121270908052,15000US121270908052,8,1967.2,231803.3,249567,3.3,45,567,838,LOW,40444,0.68265698
4936,4223,12,127,90307,2,1.21E+11,Block Group 2,G5030,S,4617550,0,29.0064486,-81.2883087,0.086885026,0.000427589,15000US121270903072,15000US121270903072,31,2283.1,238715.6,265691,3.5,277,603,1190,MED,43482,0.651126103
5356,4634,12,127,91016,3,1.21E+11,Block Group 3,G5030,S,1693354,8887,28.8943831,-81.2378787,0.05004989,0.000157459,15000US121270910163,15000US121270910163,0,1518.6,160708.6,170244,2.9,205,388,926,LOW,49321,0.590524131
4947,4229,12,127,82802,2,1.21E+11,Block Group 2,G5030,S,10570821,1410423,29.0472439,-80.9281412,0.169647692,0.001109905,15000US121270828022,15000US121270828022,31,1607.9,359123,419506,2.5,409,997,1477,MED,46378,0.621069019
6695,6095,12,127,82605,2,1.21E+11,Block Group 2,G5030,S,1125237,1749169,29.1697034,-80.9818431,0.067590407,0.000266588,15000US121270826052,15000US121270826052,1,1520.1,252562.5,293001,2.2,625,861,1165,LOW,51250,0.570503373
1793,496,12,127,81800,2,1.21E+11,Block Group 2,G5030,S,1635712,0,29.2074124,-81.0540818,0.053189754,0.000151758,15000US121270818002,15000US121270818002,43,1160.3,88764.8,101761,2.7,70,363,852,HIGH,33621,0.753471718
1906,601,12,127,90804,3,1.21E+11,Block Group 3,G5030,S,3599005,0,28.9532107,-81.3071567,0.07364826,0.000333102,15000US121270908043,15000US121270908043,21,1325,147326.1,166587,2.8,253,905,1985,MED,44631,0.63920083
2096,882,12,127,81800,1,1.21E+11,Block Group 1,G5030,S,645323,0,29.21424,-81.0489015,0.031771608,5.99E-05,15000US121270818001,15000US121270818001,6,1298,109122.1,115964,2.9,28,147,383,LOW,32045,0.769828749
4950,4231,12,127,82508,1,1.21E+11,Block Group 1,G5030,S,3810764,0,29.0924801,-81.001495,0.112416731,0.000353168,15000US121270825081,15000US121270825081,18,2149.4,279804.1,327043,3.4,192,378,955,MED,70871,0.366860405
5205,4490,12,127,82509,3,1.21E+11,Block Group 3,G5030,S,8601462,2475066,29.0944321,-80.9784927,0.165277777,0.001026557,15000US121270825093,15000US121270825093,17,1851.4,223429.3,256245,3.1,247,527,1161,MED,67558,0.401245459
5261,4548,12,127,83207,2,1.21E+11,Block Group 2,G5030,S,46636535,0,29.0579993,-81.1055662,0.307657811,0.00432067,15000US121270832072,15000US121270832072,0,2681.6,387156.4,432616,3.5,49,138,316,LOW,99821,0.066393358
5374,4644,12,127,90702,2,1.21E+11,Block Group 2,G5030,S,1057824,0,29.008332,-81.3153096,0.045641297,9.80E-05,15000US121270907022,15000US121270907022,9,929.3,84151.6,92592,2.8,50,88,206,LOW,22206,0.87194603
5263,4549,12,127,83205,1,1.21E+11,Block Group 1,G5030,S,40149141,0,29.2224876,-81.1385532,0.327172228,0.003725508,15000US121270832051,15000US121270832051,12,1975.9,289999,359864,2.5,1413,126,347,MED,92708,0.140217955
1816,516,12,127,82201,3,1.21E+11,Block Group 3,G5030,S,1217504,749122,29.1928331,-81.0076171,0.056994371,0.000182435,15000US121270822013,15000US121270822013,68,925.8,72825.1,83026,1.9,54,1119,1825,HIGH,13398,0.96336274
6170,5438,12,127,82705,2,1.21E+11,Block Group 2,G5030,S,7276221,2917417,29.0106772,-80.9034663,0.143189432,0.00094396,15000US121270827052,15000US121270827052,11,1432.6,275537.8,308419,2.3,216,10,17,MED,65714,0.420384017
6706,6108,12,127,83203,1,1.21E+11,Block Group 1,G5030,S,20865530,164529,29.3051231,-81.1427182,0.239604738,0.001952832,15000US121270832031,15000US121270832031,28,2168.4,258607.9,294579,3.3,492,1128,2722,MED,69819,0.377778931
6711,6110,12,127,80806,1,1.21E+11,Block Group 1,G5030,S,2960339,62737,29.273276,-81.1036955,0.097740935,0.000280647,15000US121270808061,15000US121270808061,11,2037.8,219454.7,255400,3.1,195,423,938,MED,59545,0.484411002
6722,6114,12,127,82801,1,1.21E+11,Block Group 1,G5030,S,8655584,2842438,29.0715521,-80.9621761,0.146043966,0.001065381,15000US121270828011,15000US121270828011,29,1602.5,214403.4,244207,2.7,251,630,1178,MED,50030,0.583165542
6724,6116,12,127,83007,1,1.21E+11,Block Group 1,G5030,S,22562699,34576,28.928813,-80.9190802,0.220460862,0.002091054,15000US121270830071,15000US121270830071,28,1498.2,170049.9,186321,3,294,261,658,MED,59422,0.485687597
6727,6117,12,127,90306,1,1.21E+11,Block Group 1,G5030,S,22965922,171483,28.9935344,-81.2666921,0.240959788,0.00214221,15000US121270903061,15000US121270903061,14,2139.8,256775.9,297064,3.1,2041,1181,2400,MED,69516,0.380923716
4927,4215,12,127,80400,4,1.21E+11,Block Group 4,G5030,S,1299376,583989,29.3116443,-81.0530777,0.055881384,0.00017491,15000US121270804004,15000US121270804004,7,1990.3,332358.5,387152,3,165,495,983,LOW,60417,0.475360664
6902,6338,12,127,83205,2,1.21E+11,Block Group 2,G5030,S,17757589,0,29.1833892,-81.1047512,0.199226772,0.001647135,15000US121270832052,15000US121270832052,15,1942.4,237310.9,264197,3.1,437,423,817,MED,66600,0.411188376
6921,6350,12,127,90303,2,1.21E+11,Block Group 2,G5030,S,9828806,154673,29.0726145,-81.2856935,0.130388422,0.000925057,15000US121270903032,15000US121270903032,12,1417.5,173279.2,195274,2.8,19,231,344,MED,30583,0.785002595
942,6342,12,127,90803,3,1.21E+11,Block Group 3,G5030,S,16926292,1689900,28.9643693,-81.3399814,0.248324188,0.001723228,15000US121270908033,15000US121270908033,0,1556.5,203242.4,211531,3,187,381,949,LOW,42600,0.660280228
5240,4525,12,127,90804,1,1.21E+11,Block Group 1,G5030,S,5300448,0,28.9276619,-81.3076211,0.100912529,0.00049046,15000US121270908041,15000US121270908041,9,1560.1,179114.1,205955,3.2,175,785,1672,LOW,40015,0.687109497
4864,4340,12,127,82604,1,1.21E+11,Block Group 1,G5030,S,583638,654364,29.2013083,-80.9991707,0.051491803,0.000114853,15000US121270826041,15000US121270826041,4,1568.6,282508.4,322755,2.6,98,223,389,LOW,74476,0.329444733
10031,9889,12,127,90202,2,1.21E+11,Block Group 2,G5030,S,3302051,62001,29.0752201,-81.3159617,0.077047117,0.00031171,15000US121270902022,15000US121270902022,20,1866.3,203753.8,228032,3,123,269,513,MED,55020,0.531375195
6715,6111,12,127,82510,1,1.21E+11,Block Group 1,G5030,S,1793159,1149672,29.1182786,-80.9679197,0.073060476,0.000272794,15000US121270825101,15000US121270825101,2,1365.6,214917.1,254258,2.5,81,431,744,LOW,45278,0.632485729
1823,525,12,127,82404,2,1.21E+11,Block Group 2,G5030,S,1396807,0,29.1730292,-81.0203152,0.050285684,0.00012955,15000US121270824042,15000US121270824042,9,1294.3,137762.2,161373,2.6,90,339,573,LOW,30853,0.782200311
4710,3963,12,127,80700,1,1.21E+11,Block Group 1,G5030,S,1336008,722927,29.3069633,-81.0664743,0.077751123,0.000191204,15000US121270807001,15000US121270807001,8,1877.4,256062.8,291701,3.1,158,361,811,LOW,51921,0.56353918
6913,6356,12,127,91022,2,1.21E+11,Block Group 2,G5030,S,8956848,0,28.9370483,-81.2423118,0.129096244,0.000828866,15000US121270910222,15000US121270910222,0,1792.5,181715.4,202574,3.1,318,1046,2913,LOW,65208,0.425635703
6922,6351,12,127,80201,1,1.21E+11,Block Group 1,G5030,S,1117776,674397,29.3663543,-81.0777768,0.055054887,0.000166527,15000US121270802011,15000US121270802011,0,1526.1,246606.8,287504,2.6,317,814,1032,LOW,52500,0.557529839
7756,7325,12,127,81700,3,1.21E+11,Block Group 3,G5030,S,515104,0,29.2222117,-81.0642985,0.032659674,0.000047797,15000US121270817003,15000US121270817003,31,1229.6,102838.9,117480,3.1,74,42,86,MED,38625,0.701536066
1817,517,12,127,82202,1,1.21E+11,Block Group 1,G5030,S,2098850,0,29.1840667,-81.0215248,0.05786429,0.000194683,15000US121270822021,15000US121270822021,98,1518.2,158641.6,181335,2.9,168,545,1122,HIGH,63125,0.4472548
4961,4242,12,127,92500,3,1.21E+11,Block Group 3,G5030,S,1906356,0,29.1801988,-81.0356893,0.051274724,0.000176822,15000US121270925003,15000US121270925003,81,1271,123133.6,145467,2.8,45,371,654,HIGH,25850,0.834125584
2006,743,12,127,90806,2,1.21E+11,Block Group 2,G5030,S,3741615,0,28.9317859,-81.2909004,0.097648154,0.000346231,15000US121270908062,15000US121270908062,57,1773.8,200698.7,232816,3.2,342,327,674,HIGH,37875,0.709320187
5107,4392,12,127,82401,2,1.21E+11,Block Group 2,G5030,S,1736458,2061492,29.1652584,-80.9978021,0.081661166,0.000352215,15000US121270824012,15000US121270824012,47,1315.4,160255.2,182298,2.2,227,552,858,HIGH,32721,0.762812662
5083,4386,12,127,80201,2,1.21E+11,Block Group 2,G5030,S,3599916,2662040,29.3978683,-81.0912723,0.136601167,0.000581938,15000US121270802012,15000US121270802012,0,1814.8,284714.3,316899,2.7,211,654,940,LOW,54755,0.534125584
4991,4342,12,127,82604,3,1.21E+11,Block Group 3,G5030,S,684627,881039,29.1848591,-80.9890614,0.050728092,0.000145227,15000US121270826043,15000US121270826043,3,1660.9,284864.2,338034,2.5,216,269,357,LOW,50625,0.57699014
7686,7315,12,127,82503,2,1.21E+11,Block Group 2,G5030,S,1380909,0,29.1368279,-81.0027243,0.051713379,0.000128032,15000US121270825032,15000US121270825032,21,1489.7,159282.3,185531,2.6,55,334,755,MED,29679,0.794385054
5259,4546,12,127,91022,1,1.21E+11,Block Group 1,G5030,S,982623,0,28.9238326,-81.2629539,0.040153855,9.09E-05,15000US121270910221,15000US121270910221,0,1598.3,163709.9,182319,3,119,228,587,LOW,42361,0.662760768
9170,8904,12,127,90701,2,1.21E+11,Block Group 2,G5030,S,6383647,0,29.0005352,-81.3341156,0.10204615,0.000591097,15000US121270907012,15000US121270907012,3,1663.9,220528.2,239775,3.1,100,93,228,LOW,58238,0.497976129
5171,4468,12,127,82511,1,1.21E+11,Block Group 1,G5030,S,1588836,1421331,29.1403038,-80.9813523,0.074251846,0.000279106,15000US121270825111,15000US121270825111,43,1285.1,164360.7,184254,2.5,55,637,1084,HIGH,28750,0.804026985
9162,8901,12,127,90600,4,1.21E+11,Block Group 4,G5030,S,1019577,0,29.0195156,-81.3110737,0.041905679,0.000094425,15000US121270906004,15000US121270906004,23,1096,101205.8,113083,2.7,53,198,437,MED,19727,0.897675143
5248,4532,12,127,91019,1,1.21E+11,Block Group 1,G5030,S,2090206,231675,28.9385166,-81.206428,0.084957533,0.000214863,15000US121270910191,15000US121270910191,0,1139.2,118040.2,135095,2.6,189,449,956,LOW,38214,0.705801764
5277,4561,12,127,82606,1,1.21E+11,Block Group 1,G5030,S,3513483,3102269,29.0863694,-80.9306141,0.120631409,0.000613062,15000US121270826061,15000US121270826061,0,2013.1,445415.4,498215,2.7,228,589,975,LOW,85069,0.219501816
5354,4632,12,127,90902,5,1.21E+11,Block Group 5,G5030,S,1606751,45942,28.8851836,-81.2846616,0.052826312,0.000152866,15000US121270909025,15000US121270909025,0,1562.4,177444.7,204268,2.9,111,129,281,LOW,59097,0.489060716
9767,9583,12,127,90400,3,1.21E+11,Block Group 3,G5030,S,827386,0,29.0381557,-81.3037205,0.035121995,7.66E-05,15000US121270904003,15000US121270904003,10,1542.6,179812.6,206894,2.8,36,247,359,LOW,31458,0.775921121
1273,9631,12,127,90101,2,1.21E+11,Block Group 2,G5030,S,169453462,11046276,29.3022347,-81.4371001,0.707100108,0.016757994,15000US121270901012,15000US121270901012,0,1762.8,205937.8,228819,3,57,418,926,LOW,43813,0.647690711
5007,4294,12,127,81102,1,1.21E+11,Block Group 1,G5030,S,709397,376492,29.2444971,-81.0246537,0.04145405,0.000100783,15000US121270811021,15000US121270811021,4,1774.9,234002.3,277307,2.8,46,153,269,LOW,55714,0.524172289
5690,6349,12,127,83209,1,1.21E+11,Block Group 1,G5030,S,486490542,31164586,28.8588726,-81.011335,1.219612219,0.047869102,15000US121270832091,15000US121270832091,35,2164.9,307920.6,349651,3.1,1108,867,1742,MED,67171,0.405262065
5093,4377,12,127,82903,4,1.21E+11,Block Group 4,G5030,S,795003,0,29.0288785,-80.9369582,0.041005193,7.36E-05,15000US121270829034,15000US121270829034,14,1259.6,134547.6,145576,2.4,79,138,310,MED,41542,0.671261028
7754,7320,12,127,82507,3,1.21E+11,Block Group 3,G5030,S,1167141,14756,29.1118027,-80.9917577,0.046238927,0.000109554,15000US121270825073,15000US121270825073,31,1451.6,174175.3,197750,2.6,0,240,445,MED,33438,0.755371043
10030,9888,12,127,90202,1,1.21E+11,Block Group 1,G5030,S,4287886,402444,29.0921194,-81.3073159,0.098431885,0.000434669,15000US121270902021,15000US121270902021,1,2175.5,230584.5,247668,3.2,217,198,368,LOW,51331,0.569662688
5146,4441,12,127,82410,3,1.21E+11,Block Group 3,G5030,S,824986,0,29.1237445,-81.0289248,0.05471294,7.65E-05,15000US121270824103,15000US121270824103,9,1364.5,174089.4,197283,2.8,76,184,394,LOW,46387,0.62097561
5103,4389,12,127,80100,3,1.21E+11,Block Group 3,G5030,S,7214422,632375,29.3242135,-81.0891638,0.166157631,0.000728851,15000US121270801003,15000US121270801003,0,2271.3,287700.6,330646,3.3,197,537,1185,LOW,60231,0.477291126
5177,4467,12,127,82414,1,1.21E+11,Block Group 1,G5030,S,3603569,0,29.1524712,-81.0269963,0.078491278,0.000334156,15000US121270824141,15000US121270824141,32,1440.6,155782.9,174609,2.8,55,1136,1480,MED,36497,0.723622211
5325,4602,12,127,90902,3,1.21E+11,Block Group 3,G5030,S,897618,46734,28.886682,-81.3018891,0.038510561,8.73E-05,15000US121270909023,15000US121270909023,0,1320.4,143054.9,164083,2.8,114,190,458,LOW,36146,0.727265179
5266,4551,12,127,80202,2,1.21E+11,Block Group 2,G5030,S,1045845,565841,29.3392151,-81.0658393,0.052972242,0.000149718,15000US121270802022,15000US121270802022,0,1314.4,223093.2,254338,2.4,234,623,853,LOW,43160,0.654468085
7700,7314,12,127,82503,1,1.21E+11,Block Group 1,G5030,S,1500434,6157,29.1449882,-81.0031113,0.056578728,0.000139695,15000US121270825031,15000US121270825031,25,1347.3,127517.3,144382,2.4,133,233,479,MED,55500,0.526393358
5239,4543,12,127,91023,1,1.21E+11,Block Group 1,G5030,S,1034871,0,28.915555,-81.2640076,0.043508765,9.57E-05,15000US121270910231,15000US121270910231,0,1556.1,171396.8,188878,3.1,104,206,505,LOW,56000,0.521203944
5053,4345,12,127,82802,3,1.21E+11,Block Group 3,G5030,S,994248,79937,29.0275032,-80.9252456,0.075289196,9.95E-05,15000US121270828023,15000US121270828023,28,1525.1,312170.1,340993,2.5,84,504,805,MED,38611,0.70168137
9232,8979,12,127,90701,4,1.21E+11,Block Group 4,G5030,S,1303777,0,29.0206257,-81.3281442,0.045690215,0.000120747,15000US121270907014,15000US121270907014,0,1261.5,137206.5,155907,2.7,135,123,300,LOW,52685,0.555609756
5338,4617,12,127,91015,2,1.21E+11,Block Group 2,G5030,S,704001,83168,28.900419,-81.2321073,0.038323215,7.28E-05,15000US121270910152,15000US121270910152,0,1346.3,146160.1,165045,2.7,99,105,225,LOW,32350,0.766663207
5228,4516,12,127,90500,2,1.21E+11,Block Group 2,G5030,S,974158,0,29.0303253,-81.3045219,0.060679285,0.000090228,15000US121270905002,15000US121270905002,37,1423.2,147866.3,173405,2.5,39,130,176,HIGH,20444,0.890233524
5109,4393,12,127,82413,1,1.21E+11,Block Group 1,G5030,S,2939714,0,29.1413957,-81.0429788,0.101863989,0.000272569,15000US121270824131,15000US121270824131,60,1864.2,209709.7,245144,3,211,527,1283,HIGH,56932,0.511530877
9161,8900,12,127,90600,3,1.21E+11,Block Group 3,G5030,S,714342,0,29.0179499,-81.3027718,0.038115358,0.000066156,15000US121270906003,15000US121270906003,21,887.6,73276,93364,2.5,22,59,299,MED,19201,0.903134406
